ID,X,Y,Z
623,-1.826848229,2.820350949,-0.215727113
624,-1.179101612,2.993823907,-0.275448905
625,-0.445754,3.376751953,-0.209786142
626,-1.098599817,3.351578023,-0.325968349
627,-1.076618083,3.57477718,-0.524948381
628,-0.638158394,3.389879585,-0.836519112
629,-1.521279691,2.926031475,-1.161718969
630,-1.184585522,2.893079725,-0.471361872
631,-1.702186173,3.448640325,-0.096086697
632,-0.84606446,3.368805136,-1.054343783
633,-0.848702819,2.447097263,-0.228255335
634,-0.565722837,3.594704976,-1.039985823
635,-1.146760018,2.606616639,-0.48483368
636,-1.391014946,3.304619289,-1.36024795
637,-1.17899928,3.319577702,-0.554080247
638,-0.833807159,3.075533152,-1.060961564
639,-1.050979333,2.757934822,0.272294785
640,-0.56990781,2.920952958,-0.626997879
641,-1.031042283,2.890825727,-0.805355179
642,-1.125936676,2.881573415,-0.460641758
643,-1.534832202,3.201989054,-1.157756069
644,-1.135379007,3.509103227,-0.592827507
645,-1.294458262,2.749806676,0.032014357
646,-1.22991799,3.450075868,-0.640388161
647,-0.905879281,3.004864278,-0.164171406
648,-1.035426887,2.813029911,0.00142808
649,-1.013256722,3.061097655,-0.725993114
650,-1.516429285,3.489768702,-0.937125989
651,-1.262853396,3.078305301,-0.153463785
652,-1.208072973,2.901838857,-0.727988735
653,-1.421403231,2.708869689,0.091280791
654,-0.813200857,3.537547398,-0.701622969
655,-1.040314688,2.88131561,-1.442169361
656,-1.377354146,2.523633256,-0.095442953
657,-1.598440754,2.714425132,0.111081715
658,-1.743802549,2.557697443,-0.316000411
659,-1.018674289,3.607198907,-1.053053441
660,-0.969408115,2.764592998,0.397541902
661,-1.28936409,3.577724379,-0.725206543
662,-1.214887613,3.085823604,-0.697727809
663,-1.33287135,2.673769516,0.594961871
664,-1.124194826,3.178758093,0.001743385
665,-1.291420574,3.418257622,-1.070465833
666,-1.699378104,3.439832737,-0.343673916
667,-0.973241763,3.733659201,-0.912114097
668,-1.622040671,3.629438069,0.220226192
669,-1.260346891,2.647632665,0.380172684
670,-1.195600025,2.714583575,-0.453342094
671,-1.659064573,3.192075074,-0.717301324
672,-1.264655246,3.042010428,-0.534070063
673,-1.048422862,1.872618242,0.409084569
674,2.992619183,-0.284359849,-0.099141536
675,1.838683162,-0.42980367,0.795357375
676,2.79714961,-0.544197494,0.674222434
677,3.251453408,-0.741711377,0.50673065
678,3.323749697,0.284601715,-0.273672107
679,3.315939533,-0.380871755,0.685079492
680,4.233034523,-0.557460448,0.067906804
681,3.784690663,-0.267283917,-0.1297022
682,-1.31833966,0.817527655,1.412809157
683,-0.035738546,-0.544658072,2.256046004
684,3.618864952,-0.020431024,-0.800611368
685,4.591852383,-0.22547229,-0.774497898
686,2.789923945,-0.411221288,0.50473987
687,3.25461965,-0.874570676,-0.013892016
688,3.976984613,-0.033355429,-0.659007843
689,-2.082605161,1.110973805,1.114526345
690,-1.042243896,0.91685238,0.992448688
691,-1.815701769,2.02351091,1.618732787
692,-1.628241914,0.523672655,1.898160011
693,-1.886562554,1.578192566,1.226984197
694,-1.330893196,0.49845951,2.508475424
695,-1.226139511,2.181697045,1.602293599
696,-1.533676013,1.356300445,2.051742488
697,-1.414197399,0.944633401,2.383844683
698,-1.24905767,0.93643076,1.462864827
699,-1.646859172,0.359772031,2.189962556
700,-1.555023774,0.117998978,2.561419381
701,-1.463765378,2.32830696,0.819161544
702,-1.884615329,0.438058089,1.932696274
703,-0.909626092,1.315420966,2.189065931
704,-1.705301988,1.822838254,1.816553666
705,-1.001425133,2.20707649,0.580536771
706,-1.222839739,0.903703165,1.835690949
707,-1.143286622,-0.640686816,1.410155688
708,-0.739432055,1.723381815,2.521919151
709,-1.453683629,1.402848081,1.266655011
710,-1.0941869,2.310448507,1.519850456
711,-1.254208581,1.041029946,1.498816543
712,-1.601253871,1.11510472,1.619325751
713,4.047434559,-0.014695543,0.072412639
714,3.659887116,-0.380058907,-0.113581639
715,-1.209494396,2.207398393,1.885042077
716,-1.485628159,-0.197429399,0.945494647
717,-2.034561186,0.750914503,1.470038226
718,-1.997029391,2.302214567,0.986716896
719,-2.06934994,1.04607017,1.543325561
720,-1.402321612,0.32631404,1.829580499
721,-0.848355941,1.176500109,2.152813416
722,-1.651230432,1.727856138,1.609133534
723,-1.903031534,0.785721083,1.603288504
724,-1.916454086,1.583113753,1.374214895
725,-2.095716242,0.349522114,1.346088243
726,-1.698405659,1.079316423,1.018857968
727,-1.063749063,1.846225165,1.60689482
728,3.431166023,-0.54447207,0.323852994
729,2.689548059,-1.208272115,0.122831681
730,1.046606806,-1.023582851,-0.087946855
731,3.305341733,-0.780112255,0.556212382
732,3.625006664,0.266024942,0.040665366
733,-1.617404512,2.062502,1.27183313
734,-1.285060425,1.451959053,0.983190679
735,-1.994388572,1.093635601,1.462707239
736,-1.821411375,1.224986358,1.318143518
737,-1.640169639,1.309788713,1.367585892
738,0.906015953,-0.672907299,0.929297176
739,-1.653709227,1.096536292,1.494530152
740,3.730614072,-0.318180283,0.359916049
741,3.377678484,-0.285478384,-0.54352951
742,3.303150468,-0.100827638,-0.454856136
743,3.746004266,-0.041885975,-0.162965041
744,3.553817034,-0.343648203,0.77833694
745,-1.345327304,3.382688011,-0.910582278
746,-0.606926579,3.082018445,-0.323265769
747,-0.935660944,3.741714615,-0.8821939
748,-1.080978272,2.952523563,-0.234179586
749,-1.983293103,2.687988018,-0.377938731
750,-1.18692228,3.07933653,-0.468720987
751,-0.685325582,2.928398833,-1.205122113
752,-1.439352725,2.857380312,-0.472992466
753,-1.080391347,2.540894017,0.457843478
754,-0.980043962,2.745013136,-0.705810677
755,-1.503323705,2.735294001,-0.42473356
756,-1.175749922,2.78698396,0.37039769
757,-0.750964414,2.876105847,-0.127021776
758,-0.970635928,3.162715832,-0.426876374
759,-1.139417719,2.398072512,-0.527000112
760,-1.283270701,3.277214588,-0.280892211
761,-0.427502513,3.377205451,-0.9759782
762,4.025748243,-0.148363643,0.509599413
763,3.728076929,-0.5155396,-0.03811229
764,3.372726664,-0.945891439,0.297449978
765,3.076678374,-0.187595739,-0.05650823
766,-0.998067133,2.979493542,-0.121377914
767,-1.786069149,2.363424616,0.501172781
768,-0.644623736,3.698286938,-0.196155384
769,-1.324318223,2.880322184,0.034691265
770,-0.854074429,2.278497123,-0.500570544
771,-1.38058551,2.480148975,-1.116377821
772,-1.329992473,2.579993925,-0.768096874
773,-1.182600266,2.570752591,0.796021747
774,-1.828397605,3.492094816,-0.329874486
775,-1.005540175,3.441491663,-0.848265169
776,-0.639282732,3.211362376,-0.616693238
777,-0.732026816,2.96743926,-0.095146461
778,-0.839804363,3.063008507,-0.971135546
779,-1.728776135,3.496446713,-0.729623346
780,-0.795950348,3.025712086,-0.905104578
781,-0.895941508,3.277678208,-0.307202578
782,-1.370890383,3.639137904,-0.159921939
783,-0.989334017,3.064183236,-0.518952151
784,-0.843601843,3.025465627,-0.571136386
785,-1.301958606,2.825043752,-0.561508665
786,-1.195686776,3.286700319,-0.354161015
787,-1.329909205,0.449631795,1.299526708
788,-1.465321017,0.079864962,1.340352241
789,3.732868584,-0.008276437,0.234202153
790,-1.70841535,1.592488904,1.93657721
791,-1.026463491,1.269127505,2.208130753
792,-1.906952652,1.608395797,1.318236129
793,3.985351794,0.03336254,-0.580583512
794,2.537772739,-0.684177131,-0.095234757
795,3.526735677,-0.206266454,0.19467948
796,-0.873972223,2.391888522,-0.632824821
797,-0.951395665,3.257036013,-1.577377937
798,-0.433089496,2.008802831,-0.542196699
799,-1.3082722,3.592745756,-1.01474326
800,-0.941162431,2.532946396,-0.00153216
801,-1.278777793,2.860379943,-0.111638756
802,-1.251653938,2.980610515,-0.958067522
803,-0.921064249,3.116004437,-0.979990437
804,-1.347964797,3.534826097,-0.423427856
805,-0.991962509,3.391192243,-0.224630651
806,-0.872872994,3.37276982,-0.770310415
807,-1.642891071,3.023879597,-0.623732346
808,-1.10128463,3.141963463,-0.792788917
809,-1.23872535,3.545774854,0.11620717
810,-1.363375539,3.742395224,-0.621070804
811,-1.274094793,2.507130684,-0.27546952
812,-1.301599826,2.93175599,-0.449980177
813,3.847586583,-0.18154285,-0.798505207
814,3.900743711,0.030297119,-0.423369495
815,-1.697931012,1.549629176,1.747526422
816,-0.876854613,2.079922598,1.596509138
817,-1.685589867,2.37924821,0.875985982
818,-0.734812474,3.162955448,-0.254538736
819,-0.989659119,3.005016542,-0.392827937
820,-0.867647886,3.543367999,-0.597648504
821,-1.066040923,2.418535604,-0.272007041
822,-0.93667237,3.344496193,-0.651018913
823,-1.333767732,2.836762416,-0.642063429
824,-0.810308363,3.538306638,-0.575281907
825,-0.733544807,3.225564986,-0.632866747
826,-0.978988346,2.846491828,-0.563027051
827,-1.369977688,2.958217732,-1.047940041
828,-1.156412817,2.878032948,-0.229365404
829,-0.749675644,3.263864885,-0.275261601
830,-0.808552706,3.252675095,-0.519322383
831,-0.864122094,3.58177773,-0.871119229
832,-1.239424316,3.316955337,-1.062133184
833,-1.176077909,2.599948882,-0.215095828
834,-1.148055296,3.180270926,-0.295452047
835,-1.371919045,2.56031878,-0.839650471
836,-1.518369201,2.919872041,-0.333927698
837,-0.8886358,3.508247102,-0.141509612
838,-2.423622201,-2.522084692,-1.493366201
839,-1.521809209,-2.356399225,-0.909579598
840,-2.116913685,-1.752647329,0.179875995
841,-2.047169141,-1.905547345,-0.67730579
842,-1.896219199,-2.331662806,-0.627094424
843,-1.971105568,-2.709715118,-1.18973287
844,-1.499581842,-2.429057588,-0.324785732
845,-2.455380284,-2.40410248,-1.131606036
846,-1.958404997,-2.341158124,-0.804652064
847,-1.623198299,-2.230345727,-0.730501095
848,-1.578851621,-2.23028646,-0.685811786
849,-1.183140707,-2.324350313,-1.089082038
850,-1.67953561,-2.025103953,-1.42964133
851,-1.885856649,-2.164239192,-0.606807821
852,-1.494036023,3.23950216,-1.053417036
853,-2.148888744,0.100723612,1.188278768
854,-1.619155544,0.602904237,1.189803363
855,3.1035692,0.00718072,0.041477877
856,3.379418965,-0.091456122,0.157638075
857,-1.624343283,1.44695453,2.158846103
858,-1.845604223,1.488337584,1.804064242
859,-1.63113396,1.618796791,2.338409015
860,-1.732241418,1.67630912,2.369179222
861,-1.818843892,0.885552693,2.611511666
862,-1.575622876,1.672248375,1.478253025
863,-1.05642094,1.895924952,1.496585899
864,-0.595136002,0.295284667,2.456467904
865,-1.48960715,1.773250156,1.20526588
866,-2.178054817,0.239561762,1.621361809
867,-1.81567577,1.666464753,2.401873025
868,4.087974299,-0.45043729,0.259545619
869,2.399588198,-0.761271463,1.234888774
870,2.773117428,-0.185001288,0.63630837
871,3.205412682,-0.460581441,0.271707108
872,-1.780888797,0.947439457,1.960514221
873,-1.729970054,1.150709816,2.379728649
874,-1.774840245,1.645352033,2.008001472
875,-2.409830049,1.375122823,2.037151944
876,-0.763583137,0.803231121,1.74214686
877,-1.597394996,1.541825842,1.774974139
878,-1.837168884,0.533667732,1.370598458
879,-1.780663408,1.666167481,1.289605468
880,3.25151391,-0.498049203,0.065178721
881,3.309778775,-0.116455867,-0.080900793
882,3.657525928,-0.371515948,-0.158522202
883,-1.887612186,1.284838536,1.916111768
884,3.339202714,0.197710976,-0.523555963
885,3.193661929,-0.315482595,0.865883991
886,4.074831314,-0.509591274,0.078193678
887,3.810234713,-0.27216653,-0.112448242
888,3.044037033,0.400549316,0.1677124
889,3.797040954,-0.441479493,-0.287438277
890,4.4752464,0.074439389,-0.346948408
891,2.639554703,-0.518455024,0.500669842
892,3.676876401,-0.554131276,-0.076598265
893,2.566258703,-1.429808703,0.215825279
894,3.709583203,-0.414560341,-0.086736642
895,4.552452203,-0.043973794,-0.490947616
896,3.491650145,-0.966415706,0.500736264
897,-1.33988582,0.222861682,1.74174376
898,-1.583667375,1.635792722,1.530963344
899,-1.002251518,3.454888447,-0.945934015
900,-1.540886412,3.953309813,-0.626687944
901,-1.032329429,3.207079029,-0.666445461
902,-1.210826409,2.879035067,-0.933056852
903,-0.753734772,3.417770915,-0.110388116
904,-1.371398699,2.720523737,-0.222807511
905,-1.734734741,2.806662045,-0.383635038
906,-1.29543157,3.028802245,-0.249937352
907,-0.764707211,3.778675435,-0.791727766
908,-0.641026131,2.722584623,-0.115064616
909,-0.598251613,2.430167229,-0.281576607
910,-0.966731456,3.329546211,-1.041362165
911,-0.967851675,3.270224481,-0.795708875
912,-0.827348462,3.006877447,-0.187352155
913,-1.26144555,2.164751589,-0.459666891
914,-1.276297459,3.241856355,-0.288804366
915,-0.526970624,2.281977407,-0.478640675
916,-1.53092694,3.029079946,-0.189417232
917,-1.29968389,3.303091993,-0.538743727
918,-1.137635426,2.998131058,-0.343945171
919,-1.144686577,3.042624978,-0.877892721
920,-1.502309936,3.1589488,-0.523488492
921,-1.104012597,2.629140335,-0.603142696
922,-1.446945044,2.270686277,0.163820636
923,-1.183905265,2.737160677,-0.294002226
924,-1.265032745,3.344557218,-1.040866838
925,-0.971948547,2.884373681,-0.821082874
926,-1.234425434,2.454074514,0.322320902
927,-1.599548811,3.077867639,-0.220367305
928,-1.21683245,3.330622696,-0.515293627
929,-1.178005164,3.243718631,-1.354551126
930,-1.003662737,3.296476684,-0.384078993
931,-1.578547279,3.221280545,-0.427607804
932,-1.260750218,3.734529956,-1.044422442
933,-1.59361295,3.579918941,-0.682847848
934,3.877784181,-0.043531929,-0.02664849
935,1.257442852,-0.921879534,0.820361247
936,-1.356173609,1.094462065,1.767920051
937,4.119315434,0.064321296,0.499648142
938,3.835574732,-0.505836011,0.082047253
939,2.890919663,-0.166714924,0.816524174
940,3.7556671,-0.654584353,0.271755824
941,4.22309499,-0.084840497,-0.749965093
942,1.85441328,-0.816903489,1.840806388
943,3.828977706,-0.255513233,0.135776354
944,3.575373706,-0.110781685,0.362078246
945,3.211540589,-0.260787896,-0.084133127
946,3.675265497,-0.945885857,-0.342179822
947,4.077726486,-0.592945155,-0.009709283
948,4.25457843,-0.131978956,0.058652948
949,4.121137423,-0.341045068,0.032863702
950,3.413714211,-0.483435177,0.41608773
951,2.950157059,0.506860376,0.196520162
952,2.737355531,-0.669522098,-0.005582533
953,2.116826703,-0.809172227,1.117955943
954,3.336916324,-0.648449057,0.736585593
955,3.142261902,-0.63765309,0.045531989
956,3.064077491,0.612562375,-0.567315045
957,1.931388815,-2.47946784,-0.010361495
958,2.520843771,0.12371909,1.191349156
959,-1.055793341,-1.0162914,-0.138292744
960,-1.419044519,-1.317601325,0.273411402
961,-1.09284893,-0.740495827,0.379047176
962,-1.960289686,-1.146893043,0.703213798
963,3.91348943,-0.547464438,-0.236074277
964,3.092932337,-0.665645412,0.138472711
965,3.659606385,-0.757975769,0.179821971
966,3.203728654,-0.859321426,0.074940253
967,3.45610941,-0.615436607,0.683692048
968,3.30059067,0.210906574,0.509200915
969,3.740554376,-0.348474225,0.492493267
970,-1.546676298,3.013106279,-0.045113553
971,-1.546365119,2.953439239,-1.143054067
972,-1.114085331,3.12043528,-0.94696882
973,-1.207088507,3.642650312,-0.784091326
974,2.211901577,-0.734379183,0.696717532
975,3.418728765,-0.600514353,0.227190049
976,3.239060207,0.320917709,-0.017317315
977,3.932648891,0.422735182,0.173395356
978,3.353786146,-0.260072712,0.267307912
979,3.599898509,-0.100227651,0.515710292
980,3.414132839,-0.049388302,0.300729342
981,3.853546732,-0.296534415,0.22046837
982,4.155892147,-0.620344164,-0.324561671
983,3.457325053,-0.642071189,0.638591446
984,3.822621757,-0.588259814,-0.354729652
985,4.319390297,-0.001235706,-0.411857288
986,3.896515697,-0.245480131,-0.453834037
987,4.194624698,-0.17333625,-0.653641575
988,4.050574333,-0.446580451,0.321372716
989,4.195537738,-0.314033798,0.388551544
990,4.023067875,-0.834299755,-0.141313586
991,2.796799585,-0.085074423,0.470546731
992,3.459290459,-0.187721816,0.509053963
993,3.927162748,-0.16273228,-0.22378741
994,4.175191804,-0.228730603,0.121939403
995,4.297653317,-0.577019299,-0.205014996
996,4.151610474,-0.242265081,0.078215468
997,3.527823229,-0.239003338,0.614924368
998,4.117848504,0.399954329,-0.641796394
999,4.083762457,-0.298064627,-0.31910972
1000,4.232114706,-0.047560556,0.04989671
1001,-1.566292126,-0.888624249,1.251785602
1002,-1.607150367,-0.580773084,1.673019433
1003,0.203880319,-0.914470602,-0.006530053
1004,-1.44413704,-0.846836366,0.131401887
1005,-0.953565627,-0.596005142,0.336617506
1006,4.367366614,-0.375697568,-0.705981175
1007,4.247245243,-0.060732118,-0.112066743
1008,3.419072893,0.003646856,0.01047703
1009,3.842620671,-0.550040193,-0.236471392
1010,3.865344738,0.181578217,-0.015633101
1011,4.470532023,-0.00210277,-0.121724814
1012,4.244304403,0.035377509,-0.13880428
1013,4.025050501,-0.451652092,0.009389466
1014,4.047399571,0.077210035,-0.287009836
1015,4.160390758,-0.090642522,-0.379829233
1016,4.111474867,-0.020142749,-0.543026858
1017,4.24443618,-0.417943892,-0.601948633
1018,3.978821209,-0.089088153,-0.436099961
1019,3.995681063,-0.613600046,-0.179208659
1020,4.430521604,-0.779434514,-0.37258039
1021,3.629157367,-0.58243379,-0.015132235
1022,-1.404925983,-0.031463864,0.640305117
1023,-1.477959487,-0.866498715,0.861206792
1024,-0.798566819,-1.041910925,0.146841732
1025,-2.031909299,-0.90477191,0.60852336
1026,-2.002937529,-0.766803693,1.154996236
1027,-1.390287608,-1.226952138,0.201701535
1028,-1.129896035,-0.423507779,0.672432538
1029,-1.757900572,-0.587564759,0.299986849
1030,-0.827844599,-0.366683973,0.946859525
1031,-1.160069639,-1.07913937,1.103400339
1032,4.1105521,-0.162856276,-0.440010059
1033,4.254430368,-0.168127909,-0.005237689
1034,4.402637487,0.011067927,-0.062650496
1035,3.908750693,-0.549477793,0.070509028
1036,3.773125347,-0.014013585,-0.218867884
1037,3.998115456,-0.5687163,0.152222427
1038,-1.660634439,-1.458157031,1.032185083
1039,-1.748064441,-0.441229085,1.294802218
1040,-1.04356613,-0.397892742,0.688505039
1041,-1.43275364,0.539107083,0.501233595
1042,-0.599630186,-0.147020987,0.909168113
1043,-1.501694259,-0.826766645,1.045516216
1044,-1.058672458,-0.599220302,0.541791329
1045,-1.515780143,-1.868336986,0.528932592
1046,-1.202055258,-1.213215832,0.304098567
1047,-0.904129128,-0.878499666,1.617820177
1048,-1.418132752,-0.927996328,0.656391802
1049,-1.269928267,-0.716536602,0.180697556
1050,-1.768024222,-0.865097789,0.738079377
1051,4.207558178,-0.423086934,0.325961631
1052,4.090931478,-0.090691813,-0.178296396
1053,4.58892022,0.088420822,-0.719918157
1054,4.145981141,-0.845944345,-0.127358604
1055,4.206229711,-0.35882526,-0.520496091
1056,4.060388657,0.355050604,-0.161813739
1057,-0.701467307,-0.053201175,0.680251778
1058,0.076535171,-0.779422317,0.168105308
1059,-1.184574229,-0.201677059,0.223019952
1060,-0.544743395,0.139158043,1.158081621
1061,-1.736576914,-1.156871317,0.841137942
1062,-0.89395009,-0.895901565,1.274922408
1063,-1.143808895,-0.569280493,0.394358498
1064,-1.073954557,-0.958764705,0.943525719
1065,-1.639709599,-1.170630068,0.557162141
1066,4.045306026,0.003147013,-0.095233131
1067,4.203572593,-0.095938024,-0.199531146
1068,3.983636466,-0.266837407,0.227820502
1069,3.886094914,-0.163159557,0.292653956
1070,3.877469055,0.237077191,0.260915595
1071,4.064173933,-0.217535302,-0.294513668
1072,4.098975159,-0.161946122,-0.374908523
1073,3.947336626,0.040730251,-0.36513984
1074,3.880724408,-0.576324853,-0.261906804
1075,-0.983536656,-0.699150088,0.478710656
1076,-0.727388148,-1.344491442,1.301099091
1077,-1.267551926,-0.082595928,0.717861699
1078,-1.332131897,-1.248433159,0.050618563
1079,-0.942739801,-1.2142071,0.33567212
1080,-1.033235078,-0.683061556,0.576599735
1081,-1.872556546,-0.066470677,0.986226053
1082,-0.743012877,-0.611570884,1.088555152
1083,-0.697600201,-0.36782852,-0.249119072
1084,-0.750976864,-0.252852314,1.349332851
1085,-1.019209246,-0.080873323,0.058686645
1086,-1.367267143,-0.205229756,1.318573051
1087,4.019039493,0.264449248,-0.282638685
1088,4.007694858,-0.421581814,0.943612807
1089,4.343460225,-0.1991122,-0.32650311
1090,3.855651523,-0.178400102,-0.965687883
1091,4.077154234,-0.581496694,0.135449634
1092,4.378309903,-0.504947139,-0.200534068
1093,3.848954479,-0.728277761,-0.120410955
1094,3.676150297,-0.299772964,-0.129954487
1095,4.142462094,-0.030208619,0.556624837
1096,4.025507242,-0.043724207,-0.413929688
1097,4.23601783,-0.139578604,-0.35426294
1098,4.204016362,-0.410229157,-0.237104248
1099,3.754627287,-0.42450536,-0.366019259
1100,3.931171427,-0.604885663,-0.25675083
1101,3.705996701,-0.275643637,-0.025005743
1102,2.930358951,-1.067225871,-0.146030808
1103,4.515006567,-0.104417884,-0.235874921
1104,4.080857561,-0.493937789,-0.083514697
1105,3.849384886,-0.731564657,0.484997453
1106,4.097491617,-0.299663163,-0.453206756
1107,4.527912608,-0.164660133,-0.756730688
1108,4.181235661,-0.164561359,-0.037124061
1109,3.724863251,-0.322752531,0.328357898
1110,3.912626912,0.135525656,-0.191383535
1111,4.005730835,-0.694426317,-0.03197142
1112,3.306397042,-0.135277196,-0.161227374
1113,4.426322713,-0.165099039,-0.27654691
1114,3.917238156,0.034783742,-0.513284263
1115,3.653079203,-0.189231188,0.105689595
1116,3.870926681,-0.76920808,0.30492493
1117,4.030502129,-0.734185829,0.088118284
1118,4.265604165,0.080935815,-0.639460121
1119,3.808950152,-0.240781918,-0.542926031
1120,3.274733179,-0.191488635,-0.010184421
1121,4.170128513,0.096777754,-0.150716429
1122,3.987587123,-0.37873992,0.066110215
1123,4.286677463,-0.413945126,0.015180425
1124,4.361685633,0.127695116,-0.281662366
1125,4.312825126,-0.025792882,-0.446955169
1126,4.342756502,0.211835183,-0.758144498
1127,3.921735853,-0.018778436,-0.170935925
1128,4.289773465,-0.414080218,-0.467188148
1129,4.34592423,-0.364726465,0.515668942
1130,3.904844069,0.177127293,-0.146073881
1131,4.176463215,0.140136992,0.057042357
1132,4.629849709,0.142370309,-0.41967722
1133,4.257575641,0.117220464,-0.349260728
1134,4.405705076,-0.133901929,-0.502065207
1135,4.238040645,-0.267073112,-0.309509697
1136,4.266414235,-0.308307856,-0.081657973
1137,3.748754433,-0.319896591,0.27404421
1138,4.456717292,-0.666255884,-0.572502389
1139,4.170268572,-0.062492342,0.250403977
1140,4.423056964,0.306482488,-0.6694924
1141,4.099936749,-0.203518999,0.39080209
1142,4.100476073,-0.071480644,-0.378522764
1143,3.932761319,-0.924860619,0.300732519
1144,3.766204726,-0.63292125,0.614068672
1145,-0.497437665,-0.091989964,0.545332897
1146,-0.815120192,-0.917607862,0.387650156
1147,-1.40520862,-0.826897805,1.138010383
1148,-0.922519632,0.057066157,0.767860952
1149,-0.806724879,0.602912908,1.037398664
1150,-1.390782346,0.089969551,0.493211391
1151,-1.239574923,-0.48544229,-0.787554513
1152,-0.861654526,0.901559749,1.675159463
1153,-1.072545193,0.459603058,0.436721226
1154,-1.524685913,-0.155901121,0.811911821
1155,4.3735649,-0.357891193,-0.845130416
1156,4.297771801,-0.136211281,-0.971264771
1157,3.259780385,0.023049591,0.087412617
1158,3.848856801,0.093579782,-0.193896251
1159,4.105605283,-0.548035847,-0.496183578
1160,4.385250429,-0.597300928,0.013529611
1161,3.393748275,-0.266359878,0.36967828
1162,3.865330502,0.140785377,-0.915593877
1163,3.883869839,0.201769272,0.48439744
1164,3.406508196,-0.173434886,0.499849349
1165,3.61606734,-0.292431593,0.040788219
1166,4.094852143,-0.123797293,-0.192045856
1167,3.877876606,0.09715907,0.822423659
1168,4.124264934,-0.548644206,-0.371094386
1169,4.548253876,-0.129345865,-0.912877261
1170,4.336570803,-0.506859306,0.073160644
1171,4.224358926,-0.019422026,0.210907155
1172,3.990264931,-0.408660437,0.377697484
1173,4.16211414,0.391898421,-0.186542688
1174,4.512849597,0.022264547,-0.26790529
1175,4.341889291,-0.066689735,-0.732804161
1176,4.128386572,0.124573457,-0.259018728
1177,3.850529735,-0.557338331,0.201650265
1178,4.220695168,0.319957087,-0.445661277
1179,4.231745351,0.339658728,-0.39877919
1180,4.166503802,0.163138332,0.160470414
1181,4.049814272,0.192023804,0.019738351
1182,3.958272735,0.209005654,0.099026598
1183,4.52951105,-0.047038793,-0.444697889
1184,4.089705034,0.241980373,-0.259347588
1185,4.13945982,-0.139484692,0.216205195
1186,3.901322149,-0.659459218,0.344886851
1187,3.942086377,-0.097692876,-0.035077145
1188,4.301705264,-0.48180003,-0.751345438
1189,4.161062466,0.101817855,-0.310942443
1190,4.213063616,-0.041303475,-0.256476593
1191,4.331573285,-0.237924803,-0.486603408
1192,4.132150268,0.289899327,-0.398146645
1193,4.024094909,0.071186937,0.089850862
1194,3.898285781,-0.179198481,-0.158990715
1195,4.409029579,-0.668437149,-0.327873434
1196,4.294522951,-0.076149698,-0.215217471
1197,4.286034044,-0.096760021,-0.295840798
1198,4.179344856,-0.240577432,0.161822033
1199,4.350451121,-0.339430835,-0.045387172
1200,4.122708472,0.543790695,-0.245059891
1201,4.197221017,-0.034238825,-0.203305405
1202,4.382349329,0.507189261,-0.241442801
1203,4.073019475,-0.156358627,-0.531313961
1204,3.87359064,0.374017967,-0.846480016
1205,4.359777365,0.408108216,-0.589392625
1206,4.255570284,-0.803284989,-0.125460999
1207,4.059883747,0.014894309,0.184056307
1208,4.365727194,0.174671228,0.372660843
1209,4.159988558,-0.080053456,0.615944576
1210,4.17117978,0.009168105,-0.172052679
1211,4.004000188,-0.214595782,0.328241613
1212,3.957499942,0.192784386,-0.128300018
1213,3.75703257,0.472501738,0.030413148
1214,4.129936638,0.179093779,0.191635744
1215,4.246386199,-0.234213061,-0.078477302
1216,4.370319892,-0.158602527,-0.576778106
1217,4.271424753,-0.314769741,0.020947759
1218,4.331282575,-0.252181363,-0.321132411
1219,4.348888363,0.129174829,-0.112370372
1220,3.989639901,-0.117795379,0.068839096
1221,4.409052278,-0.138350414,-0.487432615
1222,4.53961278,-0.109282639,-0.451991672
1223,4.267939787,0.085220189,-0.003201585
1224,4.468234835,0.042140599,-0.583775088
1225,3.840455059,-0.194615848,0.027087371
1226,3.991281392,-0.414096383,0.093100819
1227,4.190158458,-0.192070684,0.085015921
1228,4.055126477,-0.165553216,-0.041821855
1229,4.43192397,-0.128788015,-0.121112843
1230,3.927713716,-0.362895646,-0.089524039
1231,3.954829065,-0.139706288,0.64649728
1232,4.202157628,-0.11166746,0.030696654
1233,4.053842881,0.253335905,0.029111327
1234,4.308455559,-0.552223319,-0.465646982
1235,4.031852418,0.476187547,-0.557170866
1236,4.454989676,-0.346489897,-0.042895198
1237,4.077582741,-0.004345158,-0.233484911
1238,4.127017812,-1.009068323,0.294361749
1239,-1.639475402,-0.620114876,0.061987776
1240,-1.426705093,-0.619465261,1.03437117
1241,-0.980738576,-1.150328119,0.327008964
1242,-1.292986209,-0.333628435,1.577858437
1243,-1.007142547,-1.389317333,0.338083263
1244,-0.219273395,-0.187245289,0.329973669
1245,3.954987624,-0.114978792,0.204030453
1246,4.341779998,-0.082034965,-0.062190913
1247,3.908432951,-0.126362043,0.186549002
1248,4.152470255,0.150513871,0.046485112
1249,4.13823558,-0.024705682,-0.395947424
1250,3.782163643,-0.054644502,-0.092290503
1251,4.59867682,-0.072841873,-0.452811239
1252,4.38871438,0.141993312,-0.140025829
1253,4.348644266,-0.187368466,0.275742084
1254,4.254271163,-0.05348997,0.064800407
1255,3.96485107,-0.118011226,-0.182994405
1256,4.541083205,-0.206021558,-0.220397273
1257,4.194345637,-0.371034126,-0.48479275
1258,4.029507537,-0.337851535,0.21149477
1259,3.965093373,0.090389451,0.073079799
